building_id,zip,energy_star_score,property_type,floor_area_building_SF,floor_area_parking_SF,year_built,total_ghg_emission_MTCO2e,site_eui_KBTUSF,weather_norm_site_eui_KBTUSF,source_eui_KBTUSF,weather_norm_source_eui_KBTUSF,water_use_KGAL,total_site_energy_KBTU,log_total_site_energy_KBTU,APN,ANUMBER,ST_NAME,ST_TYPE,ST_POST_DIR,PLAT,PROPERTY_TYPE,MULTIPLE_USES,TAX_EXEMPT,PARCEL_AREA_SQFT,NEIGHBORHOOD,COMMUNITY,WARD,ZONING,LANDUSE,LANDVALUE,BUILDINGVALUE,TOTALVALUE,EXEMPTSTATUS,HOMESTEAD,BUILDINGUSE,YEARBUILT,ABOVEGROUNDAREA,NUM_STORIES,GARAGE_PRESENT,PRIMARYHEATING,CONSTRUCTIONTYPE,EXTERIORTYPE,ROOF,FIREPLACES,BATHROOMS,BEDROOMS,ESRI_OID
342,55404,0,Other - Entertainment/Public Assembly,41395,0,1978,423,73,77,164,168,0,3021835,14.92137482,3.50E+12,2323,11TH,Ave,S,11630,Commercial,No,Yes,122539,VENTURA VILLAGE,PHILLIPS,6,R2B,SPORT OR RECREATION FACILITY,1225400,6574600,7800000,Tax Exempt,Not Homesteaded,Park Rec. Center,1973,70426,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,163378
343,55407,0,Other - Entertainment/Public Assembly,20363,0,1972,242,91,97,192,198,0,1853033,14.43233431,3.30E+12,1315,Blaisdell,Ave,,15510,Commercial,No,Yes,28218,EAST ISLES,CENTRAL,7,C3S,"INSTITUTIONS:SCHL,COLLEGE",1139200,12754100,19230000,NA,Not Homesteaded,Park Shelter,1969,55237,2.5,Yes,Steam,Concrete,Brick,Flat,NA,0,0,121209
344,55409,0,Other - Entertainment/Public Assembly,20261,0,1969,180,90,97,151,160,0,1823490,14.41626281,1.00E+12,2730,40TH,Ave,NE,5560,Commercial,No,No,171331,ECCO,NORTHEAST,1,R1A,SPORT OR RECREATION FACILITY,8774600,1000,10240000,NA,Not Homesteaded,Park Rec. Center,1974,5660,1,Yes,Hot Water,Concrete,Brick,Curved,NA,0,0,156450
345,55407,0,Other - Entertainment/Public Assembly,7732,0,1973,89,117,127,195,206,0,904644,13.71529678,1.20E+12,1900,40TH,St,E,15910,Commercial,No,Yes,348075,STANDISH,POWDERHORN,12,R1A,SPORT OR RECREATION FACILITY,2088500,1000,2089500,Tax Exempt,Not Homesteaded,Park Rec. Center,1971,6240,1.7,Yes,Forced Air,Concrete,Brick,Hip,0,0,0,135001
346,55409,0,"Repair Services (Vehicle, Shoe, etc.)",58683,0,1986,584,89,95,165,174,0,5222787,15.46854173,9.03E+11,3800,Bryant,Ave,S,94066,Commercial,No,Yes,752237,EAST HARRIET,SOUTHWEST,10,R1A,SPORT OR RECREATION FACILITY,7289200,4275000,11564200,Tax Exempt,Not Homesteaded,Park Shelter,1988,58683,2.5,Yes,Unit Heaters,Concrete,Concrete,Flat,0,0,0,12766
347,55407,0,Other - Entertainment/Public Assembly,6081,0,1976,71,107,117,195,205,0,650667,13.38575327,1.60E+12,1500,Nicollet Mall,,N,16040,Commercial,No,No,28218,VICTORY,CENTRAL,3,R1,"INSTITUTIONS:SCHL,COLLEGE",2032800,3809700,5440000,NA,Not Homesteaded,Park Rec. Center,1979,35517,8,Yes,Forced Air,Other,Other,Flat,NA,0,0,44901
348,55414,0,Other - Entertainment/Public Assembly,13266,0,1970,161,119,128,205,217,0,1578654,14.27208314,2.40E+12,901,15TH,Ave,SE,5700,Commercial,No,Yes,300145,COMO,UNIVERSITY,2,R1,SPORT OR RECREATION FACILITY,1086400,1117600,2204000,Tax Exempt,Not Homesteaded,Park Rec. Center,1971,12417,1,Yes,Forced Air,Concrete,Brick,Mansard,0,0,0,43659
349,55418,0,Other - Entertainment/Public Assembly,6212,0,1979,47,58,61,123,127,0,360296,12.79468119,1.40E+12,2701,57TH,St,,1820,Commercial,No,No,72600,NICOLLET IS/EAST BANK,NORTHEAST,1,R1,RETAIL,4174700,29705900,35415000,NA,Not Homesteaded,Park Shelter,1974,143391,6,Yes,Forced Air,Concrete,Brick,Flat,NA,0,0,164024
350,55412,0,Other - Entertainment/Public Assembly,7016,0,1977,69,83,92,162,175,0,582328,13.27478914,2.20E+12,600,Bryant,Ave,N,8400,Commercial,No,Yes,738709,NORTHLOOP,CENTRAL,3,R1,SPORT OR RECREATION FACILITY,28557000,29638200,3.90E+07,NA,Not Homesteaded,Park Shelter,1988,100,1,,Steam,,Other,,NA,0,0,76821
351,55408,0,Fitness Center/Health Club/Gym,7549,0,1974,120,130,139,259,269,0,981370,13.79670483,3.40E+12,2600,Grand,Ave,,16580,Commercial,No,Yes,171331,WHITTIER,POWDERHORN,10,R2B,SPORT OR RECREATION FACILITY,2570000,780000,3350000,Tax Exempt,Not Homesteaded,Park Rec. Center,1976,13138,1,Yes,Forced Air,Concrete,Brick,Hip,0,0,0,128159
352,55418,0,Other - Entertainment/Public Assembly,3880,0,1991,52,124,138,223,236,0,481120,13.083872,1.40E+12,1800,Broadway,,W,1820,Commercial,No,No,13524,WILLARD-HAY,NEAR NORTH,5,C1,SPORT OR RECREATION FACILITY,993200,5936000,9690000,NA,Not Homesteaded,Small Retail Store,1916,42147,2,Yes,Forced Air,Wood Frame,Metal/Vinyl,Flat,NA,0,0,96949
353,55415,87,Office,286640,0,1983,2976,86,89,168,173,1971,24651040,17.02032965,2.60E+12,701,4TH,Ave,S,8200,Commercial,No,No,25525,DOWNTOWN WEST,CENTRAL,7,B4-1,OFFICE STRUCTURE,2042000,21278000,23320000,Not Tax Exempt,Not Homesteaded,Office,1983,57883,20,Yes,Steam,Steel Frame,Other,Flat,0,0,0,127705
354,55407,41,K-12 School,233557,0,1976,538,79,83,156,161,3381,18451003,16.73062929,3.50E+12,2727,10TH,Ave,S,15760,Commercial,No,Yes,178815,MIDTOWN PHILLIPS,PHILLIPS,9,R2B,"INSTITUTIONS:SCHL,COLLEGE",1788200,35711800,37500000,Tax Exempt,Not Homesteaded,School,1976,233252,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,85528
355,55419,64,K-12 School,139806,0,1957,1032,84,91,128,136,1602,11743704,16.27882783,2.10E+12,5757,Irving,Ave,S,23958,Commercial,No,Yes,261303,KENNY,SOUTHWEST,13,R1,"INSTITUTIONS:SCHL,COLLEGE",5226100,10143900,15370000,Tax Exempt,Not Homesteaded,School,1958,139806,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,160055
356,55405,91,K-12 School,173507,0,1960,748,44,49,73,80,2153,7634308,15.84816286,3.40E+12,2430,4TH,Ave,S,9690,Vacant Land - Commercial,No,Yes,197010,WHITTIER,POWDERHORN,10,R4,"INSTITUTIONS:SCHL,COLLEGE",8613400,4815900,18208500,NA,Not Homesteaded,2 Fam. Conv. Sgl. Dwlg.,1926,37684,3,Yes,Hot Water,Wood Frame,Brick,Flat,NA,0,0,58111
357,55410,77,K-12 School,91500,0,1952,614,78,85,117,124,1113,7137000,15.78080308,2.00E+12,2501,56TH,St,W,21210,Commercial,No,No,216578,ARMATAGE,SOUTHWEST,13,R1,"INSTITUTIONS:SCHL,COLLEGE",5594500,4119500,9714000,Not Tax Exempt,Not Homesteaded,School,1952,70521,1,Yes,Steam,Concrete,Brick,Flat,0,0,0,3540
358,55407,31,K-12 School,79267,0,1925,617,100,110,139,149,1480,7926700,15.88574737,1.10E+12,1315,38TH,St,E,16120,Commercial,No,Yes,158657,BANCROFT,POWDERHORN,8,R1A,"INSTITUTIONS:SCHL,COLLEGE",1903900,5596100,7500000,Tax Exempt,Not Homesteaded,School,1912,122485,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,62093
359,55409,70,K-12 School,83752,0,1925,655,77,82,132,138,1168,6448904,15.67942075,9.03E+11,4237,Colfax,Ave,S,23960,Commercial,No,Yes,84710,EAST HARRIET,SOUTHWEST,13,R1A,"INSTITUTIONS:SCHL,COLLEGE",2541300,2687700,5229000,Tax Exempt,Not Homesteaded,School,1915,47675,1,Yes,Steam,Concrete,Brick,Flat,0,0,0,72171
360,55411,63,K-12 School,75430,0,1968,651,88,96,147,155,295,6637840,15.70829717,9.03E+11,3332,10TH,St,W,9366,Commercial,No,No,209930,STANDISH,POWDERHORN,13,I2,"INSTITUTIONS:SCHL,COLLEGE",2180200,26604100,43458400,NA,Not Homesteaded,Dormitory,1967,110351,1,Yes,Steam,Concrete,Brick,Flat,NA,0,0,122222
361,55405,75,K-12 School,102658,0,1962,748,70,77,122,130,821,7186060,15.7876536,2.90E+12,252,Upton,Ave,S,8200,Commercial,No,Yes,1253900,BRYN MAWR,CALHOUN-ISLE,7,R1,"INSTITUTIONS:SCHL,COLLEGE",20062400,12061100,32123500,Tax Exempt,Not Homesteaded,School,1960,175373,1,Yes,Steam,Concrete,Brick,Flat,0,0,0,134528
362,55419,85,K-12 School,162320,0,2002,1001,56,59,102,105,1129,9089920,16.02267667,1.60E+12,1601,50TH,St,W,22410,Commercial,No,No,202800,LYNNHURST,SOUTHWEST,13,R1,"INSTITUTIONS:SCHL,COLLEGE",6264000,20142500,26406500,Not Tax Exempt,Not Homesteaded,School,2002,127065,3,Yes,Hot Water,Concrete,Brick,Flat,0,0,0,93246
363,55412,70,K-12 School,132372,0,1999,940,58,62,116,121,964,7677576,15.85381443,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
364,55411,96,Office,237742,0,2013,1864,51,52,124,125,1650,12124842,16.31076696,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
365,55406,70,K-12 School,90776,0,2007,892,102,111,168,176,1092,9259152,16.04112303,8.03E+11,3900,River,Pkwy,W,18430,Commercial,No,Yes,891400,HOWE,LONGFELLOW,12,R1,"INSTITUTIONS:SCHL,COLLEGE",12479600,1000,12480600,Tax Exempt,Not Homesteaded,School,1924,90774,1,Yes,Steam,Concrete,Brick,Flat,0,0,0,166183
366,55418,79,K-12 School,279550,0,1925,1767,67,74,108,116,3594,18729850,16.74562907,1.10E+12,700,22ND,Ave,NE,5560,Commercial,No,Yes,98280,HOLLAND,NORTHEAST,1,R2B,"INSTITUTIONS:SCHL,COLLEGE",319700,11339800,11659500,Tax Exempt,Not Homesteaded,School,1921,242406,3,Yes,N/A,Concrete,Brick,Flat,0,0,0,56372
367,55403,71,K-12 School,61733,0,1925,534,99,107,150,158,1477,6111567,15.62569376,2.70E+12,1421,Spruce,Pl,,9970,Commercial,No,Yes,130680,LORING PARK,CENTRAL,7,OR3,"INSTITUTIONS:SCHL,COLLEGE",5619200,1000,5620200,Tax Exempt,Not Homesteaded,School,1925,57132,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,146964
368,55409,37,K-12 School,81171,0,1925,904,100,107,185,192,541,8117100,15.90948351,1.50E+12,4645,4TH,Ave,S,24090,Commercial,No,No,162241,FIELD,NOKOMIS,8,R1A,"INSTITUTIONS:SCHL,COLLEGE",2486900,446600,2933500,Not Tax Exempt,Not Homesteaded,School,1920,68457,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,100
369,55411,60,K-12 School,140629,0,1945,1089,73,79,130,136,970,10265917,16.14433994,1.03E+11,3611,20TH,Ave,S,14220,Commercial,No,No,156509,STANDISH,POWDERHORN,12,R1A,"INSTITUTIONS:SCHL,COLLEGE",1073700,9558800,10632500,Not Tax Exempt,Not Homesteaded,School,1931,81482,3,Yes,Hot Water,Concrete,Brick,Flat,0,0,0,54941
370,55408,99,K-12 School,120735,0,1993,423,47,50,63,66,1444,5674545,15.55150094,3.03E+11,3416,4TH,Ave,S,22130,Commercial,No,Yes,275471,CENTRAL,POWDERHORN,9,R2B,"INSTITUTIONS:SCHL,COLLEGE",3305700,17323800,20629500,Tax Exempt,Not Homesteaded,School,1977,112715,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,97806
371,55414,67,K-12 School,81807,0,1930,293,89,96,137,145,96,7280823,15.80075446,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
372,55411,48,K-12 School,81030,0,1960,800,105,116,169,181,686,8508150,15.95653509,1.03E+11,201,1ST,St,E,19720,Commercial,No,No,198670,WILLARD-HAY,NEAR NORTH,4,R1,OFFICE STRUCTURE,12200,870000,123000,NA,Homesteaded,Office,1969,667,13,Yes,Hot Water,Concrete,Concrete,Flat,NA,1,1,3654
373,55405,88,K-12 School,54793,0,1998,432,67,73,130,136,167,3671131,15.11601035,2.10E+12,501,Irving,Ave,N,10240,Commercial,No,Yes,311454,HARRISON,NEAR NORTH,5,R1A,"INSTITUTIONS:SCHL,COLLEGE",2180200,30986300,33166500,Tax Exempt,Not Homesteaded,School,1995,91614,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,121209
374,55412,45,K-12 School,240121,0,1926,2327,88,97,161,172,564,21130648,16.86623506,4.03E+11,4320,Newton,Ave,N,13920,Commercial,No,Yes,187242,WEBBER-CAMDEN,CAMDEN,4,R1A,"INSTITUTIONS:SCHL,COLLEGE",1310700,17129800,18440500,Tax Exempt,Not Homesteaded,School,1926,226491,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,84135
375,55406,35,K-12 School,40888,0,1925,484,191,211,224,245,748,7809608,15.87086533,1.60E+12,525,Technology,St,E,8760,Commercial,No,Yes,1044840,DOWNTOWN WEST,CENTRAL,3,B4S-2,OFFICE STRUCTURE,28557000,3.00E+05,85569500,NA,Not Homesteaded,Store & Office,1965,102957,3,Yes,Steam,Reinforced Concrete,Stone,Flat,NA,0,0,146964
376,55411,66,K-12 School,36161,0,1941,366,109,118,174,183,752,3941549,15.18708435,6.03E+11,3733,43RD,Ave,S,19880,Commercial,No,Yes,139316,HOWE,LONGFELLOW,12,R1A,"INSTITUTIONS:SCHL,COLLEGE",1950400,1377100,3327500,Tax Exempt,Not Homesteaded,School,1927,35576,2,Yes,Hot Water,Concrete,Brick,Flat,0,0,0,114398
377,55405,81,K-12 School,156450,0,1925,935,73,81,105,114,3712,11420850,16.25095119,3.50E+12,1200,26TH,St,E,16190,Double Bungalow,No,No,3400,MIDTOWN PHILLIPS,PHILLIPS,9,R2B,MULTI-FAMILY RESIDENTIAL,5900,194600,200500,Not Tax Exempt,Homesteaded,2 Fam. Conv. Sgl. Dwlg.,1900,2112,2.5,Yes,Forced Air,Wood Frame,Metal/Vinyl,Gable,0,2,4,117001
378,55413,73,K-12 School,96693,0,1995,669,59,61,114,116,759,5704887,15.55683373,1.21E+12,5025,Bryant,Ave,N,12226,Commercial,No,Yes,395686,LIND-BOHANON,CAMDEN,4,R1A,"INSTITUTIONS:SCHL,COLLEGE",2769800,15562700,18332500,Tax Exempt,Not Homesteaded,School,1995,87500,2,Yes,Hot Water,Concrete,Concrete,Flat,0,0,0,53193
379,55430,5,K-12 School,123293,0,1999,1982,147,151,268,272,970,18124071,16.7127515,2.70E+12,121,Broadway,Ave,SE,10360,Commercial,No,Yes,354790,LORING PARK,CENTRAL,7,C3A,"INSTITUTIONS:SCHL,COLLEGE",10239000,6393100,17130000,NA,Not Homesteaded,Small Retail Store,2003,84473,3,Yes,Forced Air,Wood Frame,Metal/Vinyl,Flat,NA,0,0,135578
380,55407,48,K-12 School,87000,0,1934,833,88,93,160,165,704,7656000,15.85100021,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
381,55419,74,K-12 School,61776,0,1954,469,97,105,135,144,750,5992272,15.6059812,2.10E+12,5720,Emerson,Ave,S,21380,Commercial,No,Yes,197010,KENNY,SOUTHWEST,13,R1,"INSTITUTIONS:SCHL,COLLEGE",3940200,4362300,8302500,Tax Exempt,Not Homesteaded,School,1954,59843,1,Yes,Steam,Concrete,Brick,Flat,0,0,0,95664
382,55405,85,K-12 School,67300,0,1925,448,68,74,113,120,507,4576400,15.33642322,3.30E+12,2013,Penn,Ave,S,17360,Commercial,No,Yes,79200,KENWOOD,CALHOUN-ISLE,7,R1,"INSTITUTIONS:SCHL,COLLEGE",3168000,2083500,5251500,Tax Exempt,Not Homesteaded,School,1908,61300,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,8138
383,55410,86,K-12 School,85874,0,1925,522,67,73,105,111,571,5753558,15.565329,8.03E+11,4030,Chowen,Ave,S,21980,Commercial,No,No,159348,LINDEN HILLS,SOUTHWEST,13,R1A,"INSTITUTIONS:SCHL,COLLEGE",1805400,3193600,4999000,Not Tax Exempt,Not Homesteaded,School,1924,63914,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,71763
384,55410,69,K-12 School,77238,0,1925,689,100,108,155,163,818,7723800,15.85981703,1.70E+12,4912,Vincent,Ave,S,23170,Commercial,No,Yes,161669,FULTON,SOUTHWEST,13,R1A,"INSTITUTIONS:SCHL,COLLEGE",5658400,1647600,7306000,Tax Exempt,Not Homesteaded,School,1915,63049,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,129921
385,55411,13,K-12 School,155831,0,1952,1323,87,95,145,153,1237,13557297,16.42243548,2.10E+12,2131,12TH,Ave,N,7670,Commercial,No,Yes,154657,NEAR NORTH,NEAR NORTH,5,R2B,"INSTITUTIONS:SCHL,COLLEGE",927900,7171600,8099500,Tax Exempt,Not Homesteaded,School,1922,141261,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,46721
386,55406,25,K-12 School,42733,0,1925,498,156,171,210,225,812,6666348,15.71258274,1.03E+11,3017,31ST,St,E,19830,Commercial,No,Yes,166608,LONGFELLOW,LONGFELLOW,2,R1A,"INSTITUTIONS:SCHL,COLLEGE",2332500,496000,2828500,Tax Exempt,Not Homesteaded,School,1918,47733,1,Yes,Steam,Concrete,Brick,Flat,0,0,0,158496
387,55412,83,K-12 School,60096,0,1928,434,87,97,127,138,1664,5228352,15.46960668,1.41E+12,2600,44TH,Ave,N,13340,Commercial,No,Yes,198670,VICTORY,CAMDEN,4,R1,"INSTITUTIONS:SCHL,COLLEGE",1390700,4453300,5844000,Tax Exempt,Not Homesteaded,School,1928,55916,2,Yes,N/A,Concrete,Brick,Flat,0,0,0,151287
388,55412,55,K-12 School,111726,0,2000,1082,84,91,160,167,1077,9384984,16.05462152,8.03E+11,3333,Penn,Ave,N,13690,Commercial,No,Yes,170148,CLEVELAND,CAMDEN,4,R1A,"INSTITUTIONS:SCHL,COLLEGE",1191000,19083500,20274500,Tax Exempt,Not Homesteaded,School,2000,110000,2,Yes,Forced Air,Concrete,Concrete,Flat,0,0,0,87702
389,55408,89,K-12 School,97506,0,1966,594,48,51,99,102,1426,4680288,15.3588702,1.11E+12,700,12TH,Ave,N,7666,Commercial,No,Yes,170148,HARRISON,CALHOUN-ISLE,2,R1,"INSTITUTIONS:SCHL,COLLEGE",1658100,9326000,10526000,NA,Not Homesteaded,School,1926,79960,3,Yes,Steam,Steel Frame,Brick,Flat,NA,0,0,163378
390,55414,76,K-12 School,78957,0,1992,670,73,77,140,144,1109,5763861,15.56711812,1.03E+11,910,34TH,St,W,10550,Commercial,No,No,159820,NORTHLOOP,POWDERHORN,8,R1,OFFICE STRUCTURE,2541300,24153800,23320000,NA,Not Homesteaded,Office,1999,67995,3,Yes,District Heat,Concrete,Concrete,Flat,NA,0,0,9173
391,55411,60,K-12 School,125150,0,2001,1046,71,76,138,142,2549,8885650,15.99994817,9.03E+11,807,27TH,Ave,N,12660,Vacant Land - Commercial,No,Yes,170285,HAWTHORNE,NEAR NORTH,5,R2B,VACANT LAND,1192000,1819200,1192000,Tax Exempt,Not Homesteaded,,1998,70137,1,,,,,,NA,0,0,145726
392,55411,8,K-12 School,290000,0,1972,3888,125,131,224,231,5118,36250000,17.40594994,1.60E+12,1500,James,Ave,N,7130,Commercial,No,Yes,421775,NEAR NORTH,NEAR NORTH,5,R2B,"INSTITUTIONS:SCHL,COLLEGE",2530700,46518800,49049500,Tax Exempt,Not Homesteaded,School,1972,267651,1,Yes,N/A,Concrete,N/A,Flat,0,0,0,10264
393,55418,31,K-12 School,176336,0,1956,1852,122,131,184,192,2888,21512992,16.88416759,1.03E+11,2955,Hayes,St,,3280,Commercial,No,No,235992,AUDUBON PARK,NORTHEAST,1,R1,"INSTITUTIONS:SCHL,COLLEGE",1658100,13075900,14734000,Not Tax Exempt,Not Homesteaded,School,1956,128766,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,145256
394,55406,71,K-12 School,57874,0,2007,464,90,98,139,147,524,5208660,15.46583318,7.03E+11,4315,31ST,Ave,S,19110,Commercial,No,Yes,176523,ERICSSON,NOKOMIS,12,R1A,"INSTITUTIONS:SCHL,COLLEGE",2471300,1128700,3600000,Tax Exempt,Not Homesteaded,School,1916,63075,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,100978
395,55411,12,Refrigerated Warehouse,73143,0,1974,1510,150,156,332,338,1776,10971450,16.210807,1.60E+12,812,Plymouth,Ave,,7260,Industrial,No,Yes,156672,NEAR NORTH,NEAR NORTH,5,I1,"IND WAREHOUSE, FACTORY OR WORKSHOP",783400,3016600,3800000,Tax Exempt,Not Homesteaded,Food & Meat Process,1975,75661,1,Yes,Steam,Concrete,Concrete,Flat,0,0,0,164237
396,55430,47,K-12 School,134959,0,1962,1317,104,114,167,178,1255,14035736,16.45711721,1.60E+12,807,University,Ave,N,4814,Commercial,No,No,154657,CAMDEN INDUSTRIAL AREA,CALHOUN-ISLE,5,R1A,"INSTITUTIONS:SCHL,COLLEGE",374700,15562700,15704700,NA,Not Homesteaded,School,1958,122380,2,Yes,District Heat,Concrete,Brick,Flat,NA,0,0,62093
397,55402,0,Performing Arts,75036,0,1921,1039,113,116,224,229,578,8479068,15.9531111,2.70E+12,910,Hennepin,Ave,,8670,Commercial,No,Yes,31906,DOWNTOWN WEST,CENTRAL,7,B4S-1,SPORT OR RECREATION FACILITY,3509700,5351300,8861000,Tax Exempt,Not Homesteaded,Theater,1921,58198,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,113561
398,55402,0,Performing Arts,25000,0,1916,279,108,115,185,195,267,2700000,14.80876233,2.20E+12,710,Hennepin,Ave,,8871,Commercial,No,Yes,22440,DOWNTOWN WEST,CENTRAL,7,B4S-2,SPORT OR RECREATION FACILITY,1808700,6969300,8778000,Tax Exempt,Not Homesteaded,Theater,1916,24891,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,16155
399,55418,80,K-12 School,87705,0,1991,665,67,73,126,132,1454,5876235,15.58642681,1.20E+12,2250,Garfield,St,,880,Commercial,No,Yes,114544,WINDOM PARK,NORTHEAST,1,R1A,"INSTITUTIONS:SCHL,COLLEGE",593200,14533800,15127000,Tax Exempt,Not Homesteaded,School,1991,83906,2,Yes,N/A,Concrete,N/A,Flat,0,0,0,96949
400,55414,95,K-12 School,42437,0,1925,198,46,50,79,82,981,1952102,14.4844173,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
401,55409,86,K-12 School,403234,0,1925,2492,80,84,110,115,3128,32258720,17.28929895,1.50E+12,201,49TH,St,W,23050,Commercial,No,No,354790,TANGLETOWN,SOUTHWEST,11,R1,"INSTITUTIONS:SCHL,COLLEGE",7455800,15552700,23008500,Not Tax Exempt,Not Homesteaded,School,1924,153856,3,Yes,Hot Water,Concrete,Brick,Flat,0,0,0,408
402,55406,79,K-12 School,324718,0,1925,2200,81,88,119,127,2223,26302158,17.08516155,1.20E+12,4029,28TH,Ave,S,18500,Commercial,No,No,596141,STANDISH,POWDERHORN,12,R1A,"INSTITUTIONS:SCHL,COLLEGE",8526000,13122000,21648000,Not Tax Exempt,Not Homesteaded,School,1921,289565,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,15401
403,55406,68,K-12 School,132893,0,1926,1001,94,103,134,143,1400,12491942,16.34059435,6.03E+11,3524,42ND,Ave,S,18640,Commercial,No,No,159218,HOWE,LONGFELLOW,12,R1A,"INSTITUTIONS:SCHL,COLLEGE",2589100,7694900,10284000,Not Tax Exempt,Not Homesteaded,School,1926,122380,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,123831
404,55406,82,K-12 School,79692,0,1965,637,69,73,132,136,1983,5498748,15.52003099,1.70E+12,2415,Lake,St,N,7980,Commercial,Yes,No,71850,LONGFELLOW,CENTRAL,3,R2B,RETAIL,2971000,1871200,3605400,NA,Not Homesteaded,,1927,64028,4,Yes,Forced Air,Concrete,Brick,Flat,NA,0,0,104345
405,55413,43,K-12 School,148005,0,1932,1171,102,115,141,155,1240,15096510,16.52997415,1.40E+12,1201,University,Ave,NE,2460,Commercial,No,No,187440,SHERIDAN,NORTHEAST,3,R1A,"INSTITUTIONS:SCHL,COLLEGE",809500,8338000,9147500,Not Tax Exempt,Not Homesteaded,School,1932,117670,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,63945
406,55407,45,K-12 School,283094,0,1968,2932,91,94,171,175,5234,25761554,17.06439378,1.03E+11,3131,19TH,Ave,S,15510,Commercial,No,Yes,347980,CORCORAN,POWDERHORN,9,R2B,"INSTITUTIONS:SCHL,COLLEGE",5219700,42238300,47458000,Tax Exempt,Not Homesteaded,School,1970,278843,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,4902
407,55410,86,K-12 School,300845,0,1939,2113,68,73,118,123,1880,20457460,16.83385817,1.40E+12,3333,Broadway,,W,7980,Commercial,No,Yes,74250,WILLARD-HAY,NEAR NORTH,4,C1,"INSTITUTIONS:SCHL,COLLEGE",905900,6133800,5188000,NA,Not Homesteaded,Small Retail Store,1920,121543,3,Yes,Steam,Wood Frame,Metal/Vinyl,Flat,NA,0,0,100642
408,55402,0,Performing Arts,43000,0,1921,423,58,60,153,156,345,2494000,14.72939841,1.70E+12,300,Stevens,St,N,748,Commercial,No,Yes,5760,CLEVELAND,CENTRAL,3,C2,VEHICLE RELATED USE,465500,8390200,10010000,NA,Not Homesteaded,School,1914,58000,6,Yes,Forced Air,Reinforced Concrete,Brick,Flat,NA,0,0,136370
409,55406,58,K-12 School,214421,0,1991,1729,76,81,135,140,1756,16295996,16.60642999,1.03E+11,2536,31ST,Ave,NE,3200,Commercial,No,No,158657,HOWE,UNIVERSITY,1,R1A,OFFICE STRUCTURE,383200,382500,3755000,NA,Not Homesteaded,Office,1959,69160,1,Yes,Forced Air,Concrete,Brick,Flat,NA,0,0,106586
410,55405,68,K-12 School,94282,0,1995,706,69,75,125,131,383,6505458,15.68815207,2.10E+12,1510,Glenwood,Ave,N,10240,Commercial,No,Yes,311454,HARRISON,NEAR NORTH,5,R1A,"INSTITUTIONS:SCHL,COLLEGE",2180200,30986300,33166500,Tax Exempt,Not Homesteaded,School,1995,91614,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,121208
