natural_gas_use_kbtu,objectid,address,property_name,opa_number,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electricity_use_kbtu,portfolio_manager_id,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes,x_coord,y_coord
57358429.9,536,9882-90 BUSTLETON AVE,Paul's Run,881198600,19115,4,1981,Multifamily Housing,331053,17249157.9,3762384,Not Available,Not Available,1,243.9,374,16882,4960,,-75.0323841,40.09629202
199164195.9,537,5401-65 OLD YORK RD,Einstein Medical Center Philadelphia,776009000,19141,20,1950,Hospital (General Medical & Surgical),2537000,126096226.3,3762393,Not Available,Not Available,85,185.9,345.8,116261.7,25039.2,,-75.14274325,40.03657394
9567109.3,538,3126-38 MARKET ST,"7,7A-Bossone / Commonwealth",774526010,19104,2,2004,College/University,176360,13792784.8,3762530,Not Available,6126283.6,Not Available,167.2,344.3,5895.8,2496.7,,-75.18663367,39.9547805
877782.4,539,3250-60 CHESTNUT ST,"8,9B,9A,9C- Creese /MacAlister /Mandell / Handschumacher",774517051,19104,1,1973,College/University,231614,12295909.7,3762532,Not Available,7508167.3,Not Available,89.3,209.7,5890.6,1955.2,,-75.18867837,39.95350456
618.5,540,3201-47 MARKET ST,13-Nesbitt,774528000,19104,1,1970,College/University,89077,5240552.2,3762535,Not Available,4296605.5,Not Available,107.1,242.8,2414.3,886.3,,-75.18897593,39.95586347
4841831.9,541,3301 MARKET ST,"14,14A-Daskalakis Athletic Center / Recreation Center",774530510,19104,2,1976,Other - Recreation,265093,15592075.7,3762536,Not Available,8623462.7,Not Available,109.6,243,5486.7,2617.9,,-75.19032766,39.95649971
37572.6,542,3300-50 MARKET ST,"15,16,90-Haggerty/General Service/Law",774530700,19104,3,1971,College/University,237906,15195447.8,3762539,Not Available,5555363.3,Not Available,87.4,228.8,8241.2,2113.5,,-75.1905932,39.9553055
Not Available,543,229 N 34TH ST,17-Van Rensselaer,881822860,19104,1,1931,Residence Hall/Dormitory,80202,3903949,3762540,Not Available,3860115.9,35,96.8,210.7,3039,704,,-75.19045934,39.95995234
594898.4,544,201 N 34TH ST,19-Kelly Hall,881822870,19104,1,1967,Residence Hall/Dormitory,89931,4685068.4,3762542,Not Available,4083733.9,39,104.1,225.2,4451.8,840,,-75.19039743,39.95912415
840613,545,202-14 N 33RD ST,21-Myers Hall,881822840,19104,1,1977,Residence Hall/Dormitory,93696,5277927.3,3762544,Not Available,Not Available,45,65.3,186.3,2924,649.9,,-75.18971259,39.9594819
2711769.4,546,3200 RACE ST,24-North Hall,881822890,19104,1,1998,Residence Hall/Dormitory,167173,7830154.4,3762546,Not Available,Not Available,57,63.1,164.1,4992.8,1042,,-75.18838477,39.95852363
11330839,547,115-25 N 32ND ST,26-Caneris Hall,881822880,19104,1,2000,Residence Hall/Dormitory,108535,5790918.1,3762548,Not Available,Not Available,17,157.8,277.2,4471.3,1265.9,,-75.1875694,39.95686947
Not Available,548,3100-16 MARKET ST,"27,27A-LeBow / CAT Engineering",774525000,19104,2,1989,College/University,128347,10037779.9,3762549,Not Available,4852197.4,Not Available,116,291.1,5885.6,1473.3,,-75.18584087,39.95470632
1876406.7,549,3300 RACE ST,29-Race Hall,881822900,19104,1,2006,Residence Hall/Dormitory,132518,6898780.8,3762551,Not Available,Not Available,46,66.2,178.3,4323.7,890.8,,-75.1896691,39.95852957
3334728.4,550,219-25 N 34TH ST,31-Millenium Hall,881822910,19104,1,2009,Residence Hall/Dormitory,102680,5219841.4,3762553,Not Available,Not Available,41,83.3,193.7,3434.2,775.7,,-75.19043185,39.95958321
1004303.1,551,101 N 33RD ST,"55,55A,55B,55C-Academic/DesignAnnex/MathForum/Police Station",774551000,19104,4,1926,College/University,117168,5275883.5,3762572,Not Available,5639224.7,Not Available,101.7,208.3,2144.2,1032.8,,-75.18861004,39.95794795
1788853.4,552,3501 MARKET ST,71-URBN Center,774688700,19104,1,2008,College/University,147593,12697860.4,3762580,Not Available,Not Available,Not Available,98.2,282.9,1019.4,1551.2,,-75.19270919,39.95643241
835354.5,553,3201-21 ARCH ST,81-3201 Arch Street,774513500,19104,1,1920,College/University,72479,3884971.4,3762582,Not Available,Not Available,Not Available,65.1,180.4,917.1,489.9,,-75.18805927,39.95789664
Not Available,554,325 N 15TH ST,Stiles Alumni Hall,881038200,19104,1,1972,Residence Hall/Dormitory,186330,11223252,3762586,Not Available,3959981.8,32,81.5,214.7,5015.3,1550,,-75.16338571,39.95864003
167363.7,555,5101-03 HAVERFORD AVE,Church of God Non Sectarian,774182000,19139,1,1910,Worship Facility,86052,26999.3,3766953,Not Available,Not Available,100,2.3,3,32.4,12,,-75.22226328,39.96449533
2901405.6,556,12656 DUNKS FERRY RD,ST. ANSELM PARISH AND SCHOOL,778144000,19154,4,1963,K-12 School,208415,844117.9,3767538,Not Available,Not Available,Not Available,48,72.9,384.3,250.9,,-74.9730774,40.10278903
Not Available,557,1126-36 ARCH ST,Reading Terminal Market,781005760,19106,1,1892,Enclosed Mall,156000,Not Available,3769081,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,-75.15903497,39.9531303
2445897.9,558,4620-40 E Roosevelt Boulevard,Walmart Store #01-5103,882181540,19124,1,2003,Retail Store,109554,8591293.2,3769239,Not Available,Not Available,55,100.7,269.7,969.8,1115.2,,-75.10008405,40.03113955
3306411,559,1610-18 LOCUST ST,Lenfest Hall,881030550,19103,1,2011,College/University,94747,5526812.2,3772776,Not Available,Not Available,Not Available,93.2,219.8,2386.3,809.4,,-75.16848795,39.94845366
4020580.7,560,2044 RED LION RD,BJ's Wholesale Club,882070140,19115,1,1987,Wholesale Club/Supercenter,114710,11035967.3,3772838,Not Available,Not Available,15,143.8,371.3,664.3,1479.2,,-75.02419731,40.09939864
Not Available,561,5675 RISING SUN AVE,Rising Sun Plaza,882086000,19120,1,1979,Strip Mall,811980,13780593.7,3772884,Not Available,Not Available,Not Available,56.6,177.7,3723.1,1580.4,,-75.10757755,40.03832066
729303.2,562,428-54 E ERIE AVE,Good Food Lab,884047900,19134,1,1934,Non-Refrigerated Warehouse,70483,2003607.9,3772933,Not Available,Not Available,28,38.8,100.1,65.9,261,,-75.11992865,40.00615683
4310769.1,627,600 W CHELTENHAM AVE,AHF/MONTGOMERY INC,881447900,19126,1,1977,Senior Care Community,73382,48856.4,3796514,Not Available,Not Available,100,59.4,63.8,13888.5,234.4,,-75.12858895,40.05613648
372934.5,628,1600-30 WASHINGTON AVE,crbuilding,884006130,19146,1,2008,Retail Store,50525,Not Available,3798065,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,-75.17092255,39.9379103
308567.7,629,3655 S LAWRENCE ST,Procacci Brothers Sales Corp. B1,884153000,19148,1,1967,Refrigerated Warehouse,148238.4,12108938.9,3798495,Not Available,Not Available,36,83.8,258.7,978.8,1405,,-75.15822445,39.90134692
719500,630,2345 CASTOR AVE,25765-Philadelphia/Castor Ave OC,884193500,19134,1,2000,Non-Refrigerated Warehouse,104450,1281294.7,3800031,Not Available,Not Available,92,19.2,45.8,545,185.2,,-75.09425125,39.99565765
Not Available,631,1251 BYBERRY RD,23103-Philadelphia / Byberry Road,884236410,19116,1,2000,Non-Refrigerated Warehouse,90551,156331,3800032,Not Available,Not Available,100,2.6,6.3,51,23.3,,-75.00535552,40.11652042
Not Available,632,6225 Oxford Ave,23216-Philadelphia / Oxford AVE,884220900,19111,1,2000,Non-Refrigerated Warehouse,103528,462813.9,3800033,Not Available,Not Available,100,4.5,14,155,53.1,,-75.08740739,40.04309775
Not Available,633,7571 Ridge Ave,21808-Philadelphia / Ridge AVE,884083200,19128,1,2000,Non-Refrigerated Warehouse,70581,584827,3800034,Not Available,Not Available,98,8.3,26,429,67.1,,-75.23519147,40.050801
Not Available,634,7000 LINDBERGH BLV,08128-Airport,884161920,19153,1,2000,Non-Refrigerated Warehouse,98825,507122.1,3800035,Not Available,Not Available,100,5.1,16.1,62,58.2,,-75.23107353,39.90962444
548807.1,579,100 N 20TH ST,120 N. 20th Street,883066000,19106,1,1981,Office,88700,4758852.9,3774261,Not Available,Not Available,84,59.8,175,1355.5,574.9,,-75.17317075,39.95594838
10622801.8,580,233-43 S BROAD ST,Doubletree Hotel,883702001,19107,1,1983,Hotel,565764,22205732.7,3774262,Not Available,Not Available,78,58,143,23640.1,3110.8,,-75.16415762,39.94785263
Not Available,581,6201 TACONY ST,State 6225 LP,884178501,19135,2,1929,Non-Refrigerated Warehouse,72000,951845.6,3774263,Not Available,Not Available,Not Available,13.2,41.5,138.3,105.6,,-75.05097993,40.01522791
Not Available,582,3025-53 MARKET ST,Academic Properties,774524700,19104,2,1956,Office,678368,28306439.9,3776439,Not Available,6551602.6,Not Available,60.3,167.3,5807.8,3681.2,,-75.18443599,39.95549642
Not Available,583,5300 WHITAKER AVE,Jomar Textiles. Inc.,882885808,19124,1,1960,Other,93650,1340582,3776479,Not Available,Not Available,Not Available,14.3,44.9,241.8,153.7,,-75.10259795,40.03317558
1796923.3,584,5201 OLD YORK RD,Logan Plaza,"883084801; 883084802; 883084803; 883084803; 883084805",19141,6,1974,Mixed Use Property,323000,16516748.2,3776480,Not Available,Not Available,Not Available,66.6,195.5,16574.6,1989.6,,-75.1446613,40.03287588
1955506.8,585,2950 KIRKBRIDE ST,RICHMOND WATERFRONT INDUSTRIAL PARK,884209570,19137,1,1963,Other,256000,3120521,3776486,Not Available,Not Available,Not Available,19.8,46.3,373.9,461.7,,-75.0638854,39.99855412
1537240.5,586,9220-50 GERMANTOWN AVE,"Chestnut Hill College, Sugarloaf Hill",775519500,19118,5,1929,College/University,89731,1598158.6,3778264,Not Available,Not Available,Not Available,62.5,132.2,612.4,264.9,,-75.22405995,40.08286996
5276029.8,587,2 FRANKLIN TOWN BLV,Watermark at Logan Square,881435700,19103,1,1984,Multifamily Housing,508400,24689750.6,3780992,Not Available,Not Available,11,65.9,182.6,20238.3,3111.6,,-75.16813207,39.95980952
1817452.6,588,1800 BYBERRY RD,Mast Charter School,778500305,19116,2,2001,K-12 School,225417,9508926.7,3782240,Not Available,Not Available,37,78.7,220.6,791,1187,,-75.00602558,40.11358943
Not Available,589,84 S PIER,Pier 84,884463825,19148,2,1919,Non-Refrigerated Warehouse,540000,2890404.1,3782254,Not Available,Not Available,Not Available,5.4,16.8,Not Available,331.5,,-75.13600425,39.91605146
Not Available,590,2001 N 59TH ST,59th street,884220500,19131,1,1953,Non-Refrigerated Warehouse,750000,Not Available,3782267,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,-75.23377333,39.98241092
799818.1,591,1951 S CHRIS COLUMBUS BLV,Pier 82 South,781053600,19148,1,1980,Refrigerated Warehouse,125000,10672343.6,3782623,Not Available,Not Available,35,91.8,274.8,3148,1266.4,,-75.13714693,39.91792801
6566991,592,1000 FRANKLIN MILLS CIR,Sam's Club #18-6332,882693100,19154,1,2000,Wholesale Club/Supercenter,133000,11494748.2,3782624,Not Available,Not Available,30,135.8,323.2,1776.7,1667,,-74.95932501,40.09283456
Not Available,593,10 SNYDER AVE,Pier 80 South,884463835,19148,2,1930,Non-Refrigerated Warehouse,581000,2397477.6,3782718,Not Available,Not Available,Not Available,4.1,13,0,274.9,,-75.13778474,39.91962925
3778552.9,594,500 JAMESTOWN AVE,Roxborough Memorial Hospital,775003010,19128,1,1890,Hospital (General Medical & Surgical),368366,25922502.8,3782770,Not Available,Not Available,100,80.6,231.7,13603.4,3173.5,,-75.20937091,40.02896365
13090.6,595,150 ROUSE BLVD,LT02214 - 150 Rouse Blvd,883813700,19112,1,2012,Office,73106,2924415.3,3782888,Not Available,Not Available,79,50.3,157.5,569.8,336.1,,-75.17244523,39.89486457
7462725.4,596,3745 ARAMINGO AVE,ShopRite of Aramingo Avenue,882059425,19137,1,1995,Supermarket/Grocery Store,212888,14685080.8,3782900,Not Available,Not Available,32,295.7,720.4,2613.9,2080.5,,-75.09225165,39.9945114
476338.7,597,2501 GRANT AVE,2501 Grant Ave,884286000,19114,1,1960,Non-Refrigerated Warehouse,121200,568613.2,3782942,Not Available,Not Available,99,8.6,18.9,128.6,90.5,,-75.02369225,40.07906265
9748276.4,598,2600-20 N BROAD ST,Garage - Broad St,884073907,19132,1,1980,Parking,128600,1283185,3783002,Not Available,Not Available,Not Available,85.8,110.9,357.3,664.9,,-75.15571926,39.99279934
Not Available,599,2916 WEIKEL ST,"CRAMCO, INC. WEIKEL STREET BUILDING",884671900,19134,1,1930,Self-Storage Facility,67550,187293.2,3783067,Not Available,Not Available,Not Available,2.8,8.7,Not Available,21.5,,-75.11398062,39.98701824
3880011.8,600,2201-35 COTTMAN AVE,Great Northeast Plaza,882065120,19152,13,1960,Other - Mall,742326,16707970.3,3783072,Not Available,Not Available,Not Available,73.8,202.8,2880.7,2122.1,,-75.0603826,40.04942757
3309892.4,601,4400 BALTIMORE AVE,HMS SCHOOL,773594600,19104,1,1885,Other - Education,80000,2560153.6,3788376,Not Available,Not Available,Not Available,73.4,143.9,Not Available,469.4,,-75.21142301,39.94861421
1140461762,602,12645 DUNKS FERRY RD,OUR LADY OF VICTORY HALL,778144000,19154,1,1996,Other - Education,11869,202897.3,3788380,Not Available,Not Available,Not Available,96104.5,100945.5,52.7,60598.7,,-74.9730774,40.10278903
Not Available,603,1432-48 S 29TH ST,St. Gabriel Church,773259000,19146,3,1895,Worship Facility,54839,Not Available,3788556,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,-75.19330663,39.93520356
1339671.2,604,12345 E ROOSEVELT BLV,crown cork and seal usa inc.,883095000,19154,1,1997,Office,423009,22136776.2,3788588,Not Available,Not Available,24,100.4,303.2,7060.5,2609.8,,-74.99167019,40.10906448
759541.2,605,12700 DUNKS FERRY RD.,ST. ANSELM ANNEX,778144000,19154,1,1970,Office,10764,162600.5,3788593,Not Available,Not Available,73,85.7,121.5,131.3,59,,-74.9730774,40.10278903
391115.3,606,222-48 N BROAD ST,HUH Main Buildings,772025000,19102,5,1979,Hospital (General Medical & Surgical),1563117,183797479.5,3788596,Not Available,197488783.3,Not Available,244.2,521.5,93544.1,34211.6,,-75.16316542,39.95702315
Not Available,607,3500-98 ARAMINGO AVE,FORMAN MILLS 113,882125501,19134,1,1988,Retail Store,53668,3618630.7,3788641,Not Available,Not Available,34,67.4,211.7,310.3,415,,-75.098518,39.9932865
2662700.4,608,3905 FORD RD,List Associates,774016000,19131,1,1956,Office,127785,6987069.7,3788675,Not Available,Not Available,74,75.5,193.6,5541.4,942.7,,-75.20730461,39.99966424
14486299.1,609,111 N BROAD ST,PA Convention Center Annex,781020810,19107,1,2011,Convention Center,900000,7573561.8,3788696,Not Available,Not Available,Not Available,24.5,43.3,10697,1638,,-75.1618018,39.95520634
45457443.4,610,1201 ARCH ST,Exhibit Hall && Train Shed Bldg,781005800,19107,1,1993,Convention Center,1100000,11439583,3789312,Not Available,Not Available,Not Available,51.7,76,19341,3726.3,,-75.15995091,39.95494969
Not Available,611,9101-67 FRANKFORD AVE,"Measy Clyde & Etal, Paul Shcaly",884259100,19114,1,1951,Other,139425,2088576,3789968,5049281.9,Not Available,Not Available,51.2,83.6,114.5,614.2,,-75.00530916,40.05254891
Not Available,612,1900 RACE ST,Academy of Natural Sciences of Drexel University,772734500,19103,1,1876,Museum,250000,13323880.5,3789969,Not Available,5680932.6,Not Available,76,194.7,49.2,1855.2,,-75.17128702,39.95683267
Not Available,613,3605 Grays Ferry Ave,Waste Management of PA - PTS,884123105,19146,4,1984,Manufacturing/Industrial Plant,82785,2214331.4,3790242,Not Available,Not Available,Not Available,Not Available,Not Available,317.1,Not Available,,-75.20235926,39.94134091
6441979,614,7800 HOLSTEIN AVE,Ottens Flavors,884167800,19153,1,1999,Manufacturing/Industrial Plant,90000,5998371.1,3790243,Not Available,Not Available,Not Available,138.2,284.4,4348.8,1007.6,,-75.23197929,39.89668969
1785197.8,615,211-21 N 13TH ST,"211 N. 13th Street Associates, LP",883016200,19107,1,1920,Office,83059,3914079.2,3790250,Not Available,Not Available,20,68.6,170.5,289.1,543.7,,-75.16024951,39.95647439
7788255.2,616,6445-55 GERMANTOWN AVE,Caring Heart Rehabilition and Nursing Center,881447300,19119,1,1955,Senior Care Community,140000,7766025.9,3790272,Not Available,Not Available,61,111.1,232.6,9363,1275.2,,-75.18266187,40.04784903
221020.3,617,5458 TACONY ST,Bridge Industrial Center Associates,884213000,19137,1,1912,Non-Refrigerated Warehouse,160000,287152.8,3790288,Not Available,Not Available,100,3.2,7.1,149.2,44.7,,-75.06353692,40.01132205
6745526.4,618,3333 S FRONT ST,Procacci Brothers Sales Corp.,884149000,19148,1,1958,Refrigerated Warehouse,315000,22878268.6,3790320,Not Available,Not Available,53,94,250.5,3557.5,2982,,-75.1507845,39.90568065
3914345.2,619,14700 TOWNSEND RD,NARA,884292516,19154,1,1994,Other - Public Services,300000,6503858.9,3790331,Not Available,Not Available,Not Available,34.7,81.8,70.3,953.8,,-74.96820615,40.11512921
238276.8,620,1501-11 RACE ST,Bellet,772027000,19102,1,1960,Office,129532,5528501.1,3790349,Not Available,3584421.5,79,72.2,169.2,1954.1,884.7,,-75.16470823,39.95670543
Not Available,621,306-20 N BROAD ST,Wood Street Garage,772025500,19102,1,1994,Parking,282322,4086337.4,3790435,Not Available,Not Available,Not Available,14.5,45.4,Not Available,468.6,,-75.16280674,39.95862009
753863.8,622,4020 S 26TH ST,LT02182 - 4020 S. 26th Street,788003020,19145,1,2011,Office,113362,2634011.5,3790440,Not Available,Not Available,88,63.5,169.8,878.7,342.1,,-75.19492709,39.90034399
253738,623,4050 S 26TH ST,LT02181 - 4050 S. 26th Street,788003055,19145,1,2011,Office,91725,3159680.9,3790469,Not Available,Not Available,59,64.4,192.3,878.7,375.8,,-75.19471908,39.8995189
7049042.5,624,2751 SOUTHAMPTON RD,Computer Components Corp,884291500,19154,1,1980,Manufacturing/Industrial Plant,73515,4743444.3,3790606,Not Available,Not Available,Not Available,160.4,303.3,1626.1,918.4,,-74.98571334,40.1105493
23397506.6,625,4360 MONUMENT RD,Simpson House Inc.,881446000,19131,1,1899,Senior Care Community,275276,8351166.8,3795640,Not Available,Not Available,41,115.3,184.5,16418.4,2200.5,,-75.2167442,39.99603067
771638,626,10060-72 SANDMEYER LA,F P Woll & Company,884237500,19116,1,1978,Manufacturing/Industrial Plant,52172,544476.4,3795706,Not Available,Not Available,Not Available,25.2,48.3,118.8,103.4,,-75.03518545,40.11027682
3954382,683,9901 BLUE GRASS RD,"KRG Enterprises, Inc.",884274000,19114,1,1965,Manufacturing/Industrial Plant,336000,5171797,3862942,Not Available,Not Available,Not Available,42.3,94.4,344.9,803.1,,-75.01893237,40.08312699
1816574.3,684,300 ERNEST WAY,Cedar Views Apartments,881224350,19111,1,2006,Multifamily Housing,130300,210288.4,3869770,Not Available,Not Available,100,16.8,21.3,1775.4,120.6,,-75.070773,40.08367456
4532205.9,685,186 BETHLEHEM PIKE,Fairview Care Center,881435900,19118,1,1930,Senior Care Community,69888,Not Available,3874380,Not Available,Not Available,Not Available,Not Available,Not Available,9165.5,Not Available,,-75.20919585,40.08408028
2624693.3,686,120 N CHRIS COLUMBUS BLV,Holiday Inn Express Penns Landing,883710500,19106,1,1986,Hotel,87000,3575434.8,3875677,Not Available,Not Available,57,71.3,160.7,4670,549.4,,-75.14058041,39.95276256
247337.9,687,1000 W TABOR RD,Grata Data Center,776012000,19141,1,1962,Data Center,78240,8735832.3,3875829,Not Available,Not Available,Not Available,215.2,663.4,Not Available,1015,,-75.13888349,40.03653583
