pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM03353544,0387_7000,3353544,L Enfant Plaza - EAST,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0420 10TH ST SW,L'ENFANT DC HOTEL LLC,6,470/480/490 L'Enfant Plaza SW,Washington,DC,20024,1971,Office,Mixed Use Property,349121,819867,,51.4,51.5,137.5,136.3,4255.3,5.2,11148,9607828,93369.00102,,,Whole Building,,38.8838992,-77.0246739
PM03353556,0403_0838,3353556,800 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0800 K ST NW,TMG 800 K STREET LLC,2,800 K Street NW,Washington,DC,20001,1989,Office,Office,495847,473143,91,50.5,50.5,158.6,158.6,2740.4,5.8,4877.4,7003489,,,,Whole Building,,38.90180377,-77.02247845
PM05008111,0561_0037,5008111,House of Lebanon,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,27 O Street NW,House of Lebanon,,27 O Street NW,Washington,DC,20001,1912,Multifamily Housing,Multifamily Housing,174591,174591,87,19.2,19.2,60.4,60.4,385,2.2,2365.1,983906,,,,Whole Building,Whole Building,38.92827489,-77.04308049
PM03353558,1299_1027,3353558,JBG/2115 Wisconsin L.L.C.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2115 WISCONSIN AVE NW,JBG 2115 WISCONSIN LLC,3,2115 Wisconsin Avenue,Washington,DC,20007,1905,Office,Office,397633,208052,89,47.4,47.4,149,149,1131.9,5.4,1903,2892835,,,,Whole Building,,38.91873543,-77.06908193
PM03353559,1299_1026,3353559,JBG/2121 Wisconsin L.L.C.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2121 WISCONSIN AVE NW,JBG 2121 WISCONSIN LLC,3,2121 Wisconsin Avenue,Washington,DC,20007,1958,Office,Office,124930,122884,79,55.1,55.6,157.1,156.6,719,5.9,1060,1709436,9431.000444,,,Whole Building,,38.91845,-77.069689
PM03353578,0116_0075,3353578,1920 N St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1920 N ST NW,JBG 1920 N LLC,2,1920 N Street NW,Washington,DC,20036,1981,Office,Office,125000,132946,80,53.2,53.8,167,169,811,6.1,1685,2072639,,,,Whole Building,,38.90703521,-77.04418856
PM03354050,0164_0003,3354050,1001 Connecticut Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1001 CONNECTICUT AV NW,1001 CONNECTICUT AVENUE LLC,2,1001 Connecticut Avenue NW,Washington,DC,20036,1953,Office,Office,171080,142750,88,55.3,54.8,153.9,151.4,822.2,5.8,5371.9,1918305,13470.35414,,,Whole Building,,38.90300964,-77.03906355
PM03358048,3359_0048,3358048,Jemal's Takoma Park LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,6856 EASTERN AV NW,DONALD JEMAL,4,6856 Eastern Ave 6905-6926 Willow &,Washington,DC,20012,1956,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,161798,209707,87,30.9,31.7,83,83.8,656.7,3.1,783.9,1485222,14227.35485,,,Whole Building,,38.97416517,-77.013747
PM03361435,0017_2007,3361435,The Plaza Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0800 25TH ST NW,THE PLAZA CONDO,2,800 25th Street NW,Washington,DC,20037,1975,Multifamily Housing,Multifamily Housing,97188,113721,1,106.7,108.7,197.6,198.2,931.3,8.2,3864.9,1363750,74863.1177,,,Whole Building,,38.899878,-77.0537209
PM05010127,328 289,5010127,Casa Iris Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2201 12th Street NW,Casa Iris Apartments,,2201 12th Street NW,Washington,DC,20009,1997,Multifamily Housing,Multifamily Housing,328289,328289,100,6.7,6.7,14.3,14.3,186.6,0.6,2567.3,334763.1,10473.90457,,,Whole Building,Whole Building,38.9282748,-77.0430804
PM03506518,PAR01200034,3506518,CH - Cuvilly Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,125 MICHIGAN AVE NE,TRINITY COLLEGE,5,125 Michigan Ave. NE,Washington,DC,20017,1958,Residence Hall/Dormitory,Residence Hall/Dormitory,482879,71168,76,85,88.1,133.3,135.9,413.6,5.8,2564.3,439173.3,45523.47919,,,,,38.9273891,-77.0043071
PM03508516,PAR01200034,3508516,TC - Trinity Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,Data under review by DOEE,125 MICHIGAN AVE NE,TRINITY COLLEGE,5,125 Michigan Ave. NE,Washington,DC,20017,2003,College/University,College/University,482879,58164,,239.5,241.8,540.1,542.5,1234.4,21.2,0.7,2353632,59011.2404,,,Whole Building,Whole Building,38.9273892,-77.0043072
PM03508539,PAR01200034,3508539,Alumnae and Main Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,125 MICHIGAN AVE NE,TRINITY COLLEGE,5,125 Michigan Ave. NE,Washington,DC,20017,1910,College/University,College/University,482879,348864,,109.9,113,200.2,202.9,2907.5,8.3,2857.3,4146678,241930.5907,,,Whole Building,Whole Building,38.927389,-77.004307
PM04404976,2587_0511,4404976,,,,12/31/2016,Exempt from this year's disclosure,1845 SUMMIT PL NW,1845 SUMMIT PLACE (DC) LLC,1,,Washington,DC,20009,1955,,,61518,,,,,,,,,,,,,,Whole Building,Whole Building,38.92676299,-77.04279729
DC25870511,2587_0511,N/A,,,,12/31/2016,Exempt from this year's disclosure,1845 SUMMIT PL NW,1845 SUMMIT PLACE (DC) LLC,1,,Washington,DC,,1962,,,61518,,,,,,,,,,,,,,,,38.92676299,-77.04279729
PM04060691,3058_0835,4060691,Cook Hall,4060094,Sub Station Buildings,12/31/2016,In Compliance,0511 FAIRMONT ST NW,HOWARD UNIVERSITY (LAND ONLY),1,601 Fairmont St. NW,Washington,DC,20059,1937,Residence Hall/Dormitory,Residence Hall/Dormitory,83444,83444,100,14.7,15.2,15.5,16,65.3,0.8,17017.2,178.5,12285.25738,,,Whole Building,Whole Building,38.92540864,-77.02170854
PM04557166,3058_0835,4557166,Howard Manor,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,Data under review by DOEE,0511 FAIRMONT ST NW,HOWARD UNIVERSITY (LAND ONLY),1,654 Girard Street NW,Washington,DC,20059,1939,Residence Hall/Dormitory,Residence Hall/Dormitory,83444,75000,100,2.1,2.1,6.7,6.7,18.3,0.2,2247.9,46859,,,,Whole Building,Whole Building,38.92540864,-77.02170854
PM04998267,2575_0844,4998267,,,,12/31/2016,Exempt from this year's disclosure,1620 FULLER ST NW,EMBASSY TOWER LLC,1,,Washington,DC,20009,1932,,,72924,,,,,,,,,,,,,,Whole Building,Whole Building,38.92450231,-77.03750841
DC25750844,2575_0844,N/A,,,,12/31/2016,Exempt from this year's disclosure,1620 FULLER ST NW,EMBASSY TOWER LLC,1,,Washington,DC,,1932,,,72924,,,,,,,,,,,,,,,,38.9245023,-77.0375084
PM03510438,4350_0006,3510438,T05 - Bladensburg Division Garage (2251),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,Data under review by DOEE,2250 26TH ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,2251 26th Street NE,Washington,DC,20018,1962,Other,Other,258459,75000,,389.9,411.4,534.1,555.2,1828.8,24.4,5546.4,1311691,247684.8695,,,Whole Building,Whole Building,38.92293178,-76.97002314
PM03512849,4350_0006,3512849,T04 - Bladensburg Division HOMT (2250),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,Data under review by DOEE,2250 26TH ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,2250 26th Street NE,Washington,DC,20018,1962,Other,Other,258459,173250,,178.5,184,386.9,392.7,2660.5,15.4,487.4,4846951,143824.386,,,Whole Building,Whole Building,38.92293178,-76.97002314
PM04843909,2572_0816,4843909,,,,12/31/2016,Exempt from this year's disclosure,2425 17TH ST NW,KALORAMA WEST LLC,1,,Washington,DC,20009,2015,,,94000,,,,,,,,,,,,,,Whole Building,Whole Building,38.92246391,-77.03890391
DC25720816,2572_0816,N/A,,,,12/31/2016,Exempt from this year's disclosure,2425 17TH ST NW,KALORAMA WEST LLC,1,,Washington,DC,,2014,,,94000,,,,,,,,,,,,,,,,38.9224639,-77.0389039
PM03351507,04030836;04030837,3351507,9671p-Washington DC Renaissance,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,801 I ST NW; 999 9TH ST NW,TMG 801 EYE STREET LLC; SUNTONE K9 LLC,2,999 9th Street Nw,Washington,DC,20001,1997,Senior Care Community,Hotel,541425,715000,71,65.7,66.2,165.6,166.1,4530.7,6.3,27531,9686754,139396.995,,,Whole Building,Whole Building,38.901482,-77.023681
PM03353557,0403_0837,3353557,801 Eye Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0801 I ST NW,TMG 801 EYE STREET LLC,2,801 Eye Street NW,Washington,DC,20001,1991,Office,Office,541425,342799,75,88,87.6,276.3,275,3459.2,10.1,7260.1,8840465,,,,Whole Building,,38.90113817,-77.02324731
PM03504813,2572_0036,3504813,Jemal's Citadel LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1641 - 1681 KALORAMA RD NW,JEMAL'S CITADEL LLC,1,1631-1681 Kalorama Road,Washington,DC,20009,1940,Supermarket/Grocery Store,Mixed Use Property,116690,94433,100,27.2,27.2,85.4,85.4,294.7,3.1,1697,753043.5,,,,Whole Building,Whole Building,38.92198694,-77.03844187
PM03997988,2572_0036,3997988,Jemal's Citadel LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,Data under review by DOEE,1641 - 1681 KALORAMA RD NW,JEMAL'S CITADEL LLC,1,1641-1681 Kalorama Rd,Washington,DC,20009,1940,Mixed Use Property,Other,116690,116689,,109.8,110.6,307.7,308.5,1342.1,11.5,3384.2,3148648,20725.17891,,,Whole Building,Whole Building,38.92198694,-77.03844187
DC41060811,4106_0811,N/A,,,,12/31/2016,No Report Recieved,2301 LAWRENCE AV NE,INNOVATIVE RECYCLERS DC INC,5,,Washington,DC,,1942,,,70880,,,,,,,,,,,,,,,,38.9201521,-76.9758921
DC41060816,4106_0816,N/A,,,,12/31/2016,No Report Recieved,2301 LAWRENCE AV NE,INNOVATIVE RECYCLERS DC INC,5,,Washington,DC,,1937,,,56400,,,,,,,,,,,,,,,,38.920152,-76.975892
PM04527762,3058_0834,4527762,Howard University College Hall North,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0654 GIRARD ST NW,HOWARD UNIVERSITY (LAND ONLY),1,2229 4th Street NW,Washington,DC,20059,2014,Residence Hall/Dormitory,Residence Hall/Dormitory,65892,138829,89,27.6,27.6,86.6,86.6,438.9,3.2,7032.4,1121658,,,,Whole Building,Whole Building,38.919891,-77.0177161
PM04527772,3058_0834,4527772,Howard University College Hall South,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0654 GIRARD ST NW,HOWARD UNIVERSITY (LAND ONLY),1,2205 4th Street NW,Washington,DC,20059,2014,Residence Hall/Dormitory,Residence Hall/Dormitory,65892,254983,88,26.4,25.4,82.9,79.7,772,3,12761.8,1972947,,,,Whole Building,Whole Building,38.91989,-77.017716
PM04060694,3075_0807,4060694,Dental School,4060094,Sub Station Buildings,12/31/2016,In Compliance,2041 - 2121 GEORGIA AV NW,HOWARD UNIVERSITY (LAND ONLY),1,600 W Street NW,Washington,DC,20059,1954,College/University,College/University,1427564,172924,,0.4,0.4,0.4,0.4,3.5,0,18788.1,,657.0000034,,,Whole Building,Whole Building,38.9189941,-77.0200191
PM04060714,3075_0807,4060714,Medical School - Seeley G. Mudd,4060094,Sub Station Buildings,12/31/2016,In Compliance,2041 - 2121 GEORGIA AV NW,HOWARD UNIVERSITY (LAND ONLY),1,520 W Street NW,Washington,DC,20059,1979,College/University,College/University,1427564,60000,,0.8,0.8,0.8,0.8,2.5,0,1777.4,,477.6286695,,,Whole Building,Whole Building,38.918994,-77.020019
PM01496039,0076_0083,1496039,2021 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2021 K ST NW,2021 K L.L.C,2,2021 K St NW,Washington,DC,20006,1972,Office,Medical Office,258300,175073,84,56.4,57.8,177.1,181.4,1132.2,6.5,4466.5,2893319,24.09375125,,,Whole Building,Whole Building,38.90290022,-77.04562821
PM01496224,0076_0864,1496224,2029 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2029 K St,2029 K Street,,2029 K St,Washington,DC,20006,1967,Office,Office,34254,34254,66,65.8,67.1,168.2,167.7,219.7,6.4,598.5,476178.8,6287.937533,,,Whole Building,,38.9028,-77.046005
PM04021082,PAR01420133,4021082,Corporate Building,4021082,Corporate Building,12/31/2016,In Compliance,1900 W PL NE,BLACK ENTERTAINMENT TELEVISION & DISTRICT OF COLUMBIA,5,1900 W Street NE,Washington,DC,20018,1985,Office,Office,95000,99037,,125.7,125.7,394.7,394.7,1427.7,14.4,1941.7,3648651,,,,Whole Building,Whole Building,38.9186641,-76.9888761
PM04021085,PAR01420133,4021085,Studio 2,4021082,Corporate Building,12/31/2016,In Compliance,1900 W PL NE,BLACK ENTERTAINMENT TELEVISION & DISTRICT OF COLUMBIA,5,2000 W Street NE,Washington,DC,20018,1985,Office,Office,95000,57836,,194.4,194.6,545.9,542.4,1179.4,20.4,1146.5,2772084,17833.23022,,,Whole Building,Whole Building,38.918664,-76.988876
DC02352851,0235_2851,N/A,,,,12/31/2016,No Report Recieved,2125 14TH ST NW,THE FLATS @ UNION ROW,1,,Washington,DC,,2007,,,187357,,,,,,,,,,,,,,,,38.91862991,-77.03151891
DC02352866,0235_2866,N/A,,,,12/31/2016,No Report Recieved,2125 14TH ST NW,THE WAREHOUSE @ UNION ROW,1,,Washington,DC,,2007,,,68190,,,,,,,,,,,,,,,,38.9186299,-77.0315189
PM05807330,2873_1927,5807330,,,,12/31/2016,Exempt from this year's disclosure,0919 FLORIDA AVE NW,THE FLORIDIAN CONDO,1,,Washington,DC,20001,2007,,,100401,,,,,,,,,,,,,,,,38.91856211,-77.0244881
DC28731927,2873_1927,N/A,,,,12/31/2016,Exempt from this year's disclosure,0919 FLORIDA AVE NW,THE FLORIDIAN CONDO,1,,Washington,DC,,2005,,,100401,,,,,,,,,,,,,,,,38.9185621,-77.024488
PM03672855,2535_0039,3672855,Gelmarc Towers Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1930 COLUMBIA RD NW,DAVID HORNSTEIN,1,1930 Columbia Road NW,Washington,DC,20009,1950,Multifamily Housing,Multifamily Housing,127257,127257,75,70.7,71.9,118.3,117.7,643.1,5.1,6120.1,787093.6,63096.38978,,,Whole Building,Whole Building,38.91813391,-77.04499858
PM03884259,2535_0039,3884259,Schuyler Arms A Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,Data under review by DOEE,1930 COLUMBIA RD NW,DAVID HORNSTEIN,1,1954 Columbia Road,Washington,DC,20009,1927,Multifamily Housing,Multifamily Housing,127257,127257,100,35,36.4,55.1,56.5,305.4,2.4,2322.2,326666.1,33432.75056,,,Whole Building,Whole Building,38.9181339,-77.04499858
PM05014572,4373_0012,5014572,,,,12/31/2016,Exempt from this year's disclosure,2850 NEW YORK AV NE,ITT WASHINGTON DC CORPORATION CENTER LLC,5,,Washington,DC,20002,1965,,,107026,,,,,,,,,,,,,,Whole Building,Whole Building,38.91751351,-76.96492711
DC43730012,4373_0012,N/A,,,,12/31/2016,Exempt from this year's disclosure,2850 NEW YORK AV NE,ITT WASHINGTON DC CORPORATION CENTER LLC,5,,Washington,DC,,1900,,,107026,,,,,,,,,,,,,,,,38.9175135,-76.9649271
PM01030454,1374_0850,1030454,Somers Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2100 FOXHALL RD NW,THE GEORGE WASHINGTON UNIVERSITY,3,2100 Foxhall Road NW,Washington,DC,20007,2001,Residence Hall/Dormitory,Residence Hall/Dormitory,271712,74541,50,78,77.6,182.5,178.3,529.9,7.1,3773.9,1051816,22270.39927,,,Whole Building,Whole Building,38.9173661,-77.0898621
PM02494497,1374_0850,2494497,West Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2100 FOXHALL RD NW,THE GEORGE WASHINGTON UNIVERSITY,3,2100 Foxhall Road NW,Washington,DC,20007,2010,Residence Hall/Dormitory,Residence Hall/Dormitory,271712,139591,35,87.3,88.3,196.9,196.6,1079.7,7.7,5630.5,2059970,51523.22433,,,Whole Building,Whole Building,38.9173662,-77.089862
PM02688469,1374_0850,2688469,Ames Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2100 FOXHALL RD NW,THE GEORGE WASHINGTON UNIVERSITY,3,2100 Foxhall Road NW,Washington,DC,20007,2011,College/University,College/University,271712,58039,,46.6,46.8,116.1,115,258.5,4.5,108,546512.4,8408.525077,,,Whole Building,Whole Building,38.917366,-77.089862
PM04842518,0205_0847,4842518,,,,12/31/2016,Exempt from this year's disclosure,1914-1926 14TH ST NW,THE LOUIS DC RESIDENTIAL LLC,2,,Washington,DC,20009,2014,,,269670,,,,,,,,,,,,,,Whole Building,Whole Building,38.91631571,-77.03235911
DC02050847,0205_0847,N/A,,,,12/31/2016,Exempt from this year's disclosure,1914-1926 14TH ST NW,THE LOUIS DC RESIDENTIAL LLC,2,,Washington,DC,,2013,,,269670,,,,,,,,,,,,,,,,38.91631572,-77.03235912
PM03632808,0157_2150,3632808,Webster House Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1718 P ST NW,WEBSTER HOUSE CONDO,2,1718 P Street NW,Washington,DC,20036,1967,Multifamily Housing,Multifamily Housing,101476,101476,58,82,83.3,161.8,160.9,668.1,6.6,6141.5,1077132,46435.58753,,,Whole Building,Whole Building,38.90939431,-77.03929141
PM04747702,0157_2150,4747702,Winthrop Condominium Association,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,Data under review by DOEE,1718 P ST NW,WEBSTER HOUSE CONDO,2,1727 Massachusetts Ave,Washington,DC,20036,1945,Multifamily Housing,Multifamily Housing,101476,68660,,78.9,80,145.3,144.6,414,6,3248976.2,600818.1,33675.9986,,,Whole Building,Whole Building,38.9093943,-77.0392914
PM04134797,0398_0836,4134797,2376 Washington,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1400 7TH ST NW,CITYMARKET AT O EAST AND WEST LLC,6,1400 7th St NW,Washington,DC,20001,2013,Supermarket/Grocery Store,Supermarket/Grocery Store,56090,66909,100,177.7,175.9,495.5,490,1240.3,18.5,1581.6,2898469,19987.39195,,,Whole Building,Whole Building,38.909181,-77.022951
PM04219806,0398_0836; 0398_7001,4219806,City Market at O Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1400 7TH ST NW,CITYMARKET AT O EAST AND WEST LLC,6,880 P Street NW,Washington,DC,20001,2014,Multifamily Housing,Mixed Use Property,213401,426416,15,77.9,78,204,202,3299,7.7,19295.4,7303085,83093.80665,,,Whole Building,Whole Building,38.90918,-77.02295
PM03509604,0157_0864,3509604,Brookings Institution,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1775 MASSACHUSETTS AV NW,BROOKINGS INSTITUTION,2,1775 Massachusetts Avenue N.W.,Washington,DC,200362103,1962,Office,Office,173315,112278,80,71.4,72.5,166.8,165.8,729.6,6.5,2463.5,1446595,30794.01213,,,Whole Building,Whole Building,38.90913211,-77.04064606
PM03512309,0157_0864,3512309,Brookings Institution Annex,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1775 MASSACHUSETTS AV NW,BROOKINGS INSTITUTION,2,1755 Massachusetts Avenue N.W.,Washington,DC,20036,1964,Office,Office,173315,67068,55,92.5,94.4,231.9,232.1,595.8,8.9,864,1267353,18816.29234,,,Whole Building,Whole Building,38.90913211,-77.04064606
PM04546379,0181_0876,4546379,,,,12/31/2016,Exempt from this year's disclosure,1355 17TH ST NW,TRUSTEES OF FIRST BAPTIST CHURCH OF THE CITY OF WASHINGTON,2,,Washington,DC,20036,2014,,,105282,,,,,,,,,,,,,,Whole Building,Whole Building,38.90849189,-77.03823698
DC01810876,0181_0876,N/A,,,,12/31/2016,Exempt from this year's disclosure,1355 17TH ST NW,TRUSTEES OF FIRST BAPTIST CHURCH OF THE CITY OF WASHINGTON,2,,Washington,DC,,2015,,,105282,,,,,,,,,,,,,,,,38.90849189,-77.03823698
PM03512679,01410069 01290070,3512679,Gallaudet University,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,800 Florida Avenue N.E.,Gallaudet University,,800 Florida Avenue N.E.,Washington,DC,20002,1864,College/University,College/University,2199157,2199157,,117.9,118.5,234.8,233.5,20961.4,9.5,58177,34205020,1426622.694,,,Whole Building,Whole Building,38.90736491,-76.99373251
